date,secchi,chlorophyll_a,tsi,turbidity,salinity,do,ph
2018-12-23,1.1993086626311615,12.102519839809334,54.95398110640742,143.99801481329072,0.2074933819916173,9.576453434056551,7.1626195552133
2019-01-07,1.1684744921284742,12.587636977893506,55.289050284442446,145.74667875504937,0.1624495228466011,9.576515003927527,7.143590034408095
2019-01-22,1.4592450026200827,12.800065229000328,55.41824693508235,122.05806732196392,0.1189645374405477,9.577356705855255,7.20183008846715
2019-01-27,1.497199320691799,17.888000305504356,58.87964972637192,99.15240714691193,0.1161106132676094,9.575067234425395,7.397038939622661
2019-02-01,1.9675612480918492,15.658411927862058,57.43032332091166,117.80333411824,0.1633255808104051,9.576889338445335,6.974038093567181
2019-02-06,1.6806620703779418,20.03299643185685,59.81717973091624,123.73615274322096,0.212076737080829,9.576834788077992,6.682593767382016
2019-02-11,1.9115491115445025,16.7465005634647,57.91222781772977,139.13318179625674,0.1373754273110718,9.57695218422954,6.388806796850837
2019-02-16,1.7577738588198175,10.356219643839422,53.143041954675006,137.73875154754214,0.1708575245509705,9.576960082321552,6.293260204346879
2019-02-21,1.86723513779632,12.619178895939562,54.69249626547311,131.26754152098383,0.1095377682063226,9.577104392164696,6.280338273706172
2019-02-26,1.5555680293841458,12.196501296702472,54.83401437499188,141.07963321601426,0.1430721600584885,9.57694490141352,6.23148474834711
2019-03-08,1.643053168648518,9.01165965641967,51.82901725198894,149.74127675520526,0.1440609377206278,9.577013499681035,5.766679581355234
2019-03-13,1.6316000916642823,11.85096703422722,54.65540889009818,126.302146864116,0.1312587541523407,9.577021733299611,6.977437731972466
2019-03-23,1.7584680112974762,9.075454870831692,51.790027248128055,146.33813271697065,0.1443513251429107,9.576918586568247,6.113502088949159
2019-03-28,1.2867593329106082,13.551522329867396,56.00952052604827,144.1907662686544,0.1574546489134186,9.576745401534245,6.660625980245407
2019-04-07,1.725370482915061,11.3184139150365,54.24786253832639,126.79033320017552,0.1246188896082305,9.577392143886216,6.693087208782661
2019-04-17,1.7534385593185784,8.165765487044542,50.8081584663155,155.67869129133953,0.1206034239322269,9.57697258275362,5.035281058072173
2019-05-02,1.5811602449476252,21.06246071162689,60.437583994638295,84.62645319029652,0.0531002679876814,9.579314454751502,7.751142468867696
2019-11-13,1.2811508069173945,15.041110351053858,56.2942802158342,147.86095939066632,0.1766062059023111,9.576802152231792,6.584672198609669
2019-11-18,1.463616546046495,23.404910266989244,61.37770514005722,110.5679936092829,0.1057474787245529,9.57767514549472,7.468082342457132
2019-12-13,1.495900090327404,11.954394909547542,54.69388055511679,132.59524883342522,0.2220576486717374,9.576768238288688,6.562273833326704
2019-12-23,1.4192268189757096,12.131777381497145,54.78764105070537,158.50138430335377,0.1866085114077392,9.576908379857388,5.700097887653315
2019-12-28,1.857622060909489,16.65317046390693,57.97792079503007,104.3577117204357,0.1108012882497651,9.577479005194675,7.227852987554664
2020-01-07,2.112278222080514,13.2118811630909,55.74272123133922,118.91664963422652,0.2058962743641353,9.576843882978192,6.868741608235979
2020-01-12,1.4504090963466034,12.477726394019852,55.25811656310847,126.02554296259028,0.1631852726282696,9.577023517324443,6.988309288728351
2020-01-22,1.5299696181856637,18.174863292946,58.99521372257095,101.81966427974996,0.0885229280855024,9.578073630970575,7.319439970447527
2020-01-27,1.845350369675072,7.631079643512014,49.69779275896648,157.35068303535496,0.1238325573333403,9.57694807371755,5.443041973563527
2020-02-01,1.7979798304875396,8.984278091824834,51.4998782418526,132.2863702207938,0.1758911491440114,9.57697851248767,6.5130120221413765
2020-02-06,1.6578238161252437,14.914933632259489,56.81444300997807,111.68087594888344,0.0800266755010443,9.577426368797369,7.26243770363235
2020-02-16,1.6407186491021637,11.008168573424806,53.86165803231738,143.98965209834444,0.1595603682948149,9.57687373902814,6.246512629517768
2020-02-26,1.7051731060721227,10.384527667220452,53.34194314139116,133.58254368329634,0.1570367230696245,9.576884110238732,6.721397371397812
2020-03-07,2.0096940849869065,10.107755558638196,52.89940278733835,150.18499265434545,0.1197053678973436,9.57704555995829,5.784405743081601
2020-03-12,1.6622956769051411,8.465968652900079,51.18604398418929,149.16818599403575,0.1640321661042564,9.576963900311876,5.680464375434172
2020-03-22,1.6855067996619542,8.936630117659316,51.5904937769201,172.69264367839563,0.1077223629143077,9.57703211890334,0.488647689758202
2020-04-01,1.3252902370533055,12.162211928052136,54.908361210557885,147.01264691744353,0.1348782724179113,9.57682079573195,6.469056701900287
2020-04-11,1.6435670998565686,15.90175323680967,57.22037637278108,107.63988841549283,0.0974956171878763,9.577744741781142,7.059301944532738
2020-04-21,1.7137506421034456,8.360337316714567,51.069340983976055,135.57329749559082,0.1214433582181465,9.57718824870054,6.483371773896503
2020-05-06,2.0320687262497064,9.97226953638069,52.82832694171129,151.40843550000537,0.0760004689859346,9.577029430927142,5.39103530153256
2020-05-26,1.5580425534597375,15.45910815093698,57.18464435937126,111.59098730657745,0.1167793349891138,9.576936652006536,7.212844546617637
2020-05-31,1.265406541711812,12.632182453442578,55.350562953885046,136.21167580154955,0.1314226475744047,9.577061850040764,6.996935617367409
2020-08-24,1.2975106930435094,12.975911390216272,55.491530984874686,150.54363049153164,0.1080488155475234,9.576880353831651,6.59305550479831
2020-12-27,1.8319386020622364,14.89572939794576,56.56412969620789,107.49427065418264,0.1489379126309513,9.57717854122984,7.29218714273492
2021-02-05,1.746258563174127,15.243617558581745,56.92068702831997,105.66365677907493,0.1245786056469221,9.577067798532912,7.175209428301584
2021-02-10,2.1397216431964625,10.960234897580486,53.45840649938,142.24867450651772,0.1483563589552956,9.576978281931067,6.185084971704925
2021-02-15,1.5921331577084077,12.508184568237947,54.77615575422637,167.64778039762507,0.1220244231003682,9.577047830472576,-1.711095863264001
2021-02-20,1.7381833889023464,15.513587964380951,57.27210866452533,110.22709518908336,0.1566932372207289,9.576902473734728,7.219549914411407
2021-02-25,1.7979602266028367,9.447997559240834,52.29332391089617,139.2216276160322,0.1864104046192425,9.57693560639743,6.181996598075
2021-03-02,1.7930224115842026,7.478419900089241,49.7417340766073,156.9853175491857,0.1112393355499731,9.576941086616287,5.445696427444433
2021-03-07,1.455311719966375,9.11026208223688,51.841232042881735,151.38809403920118,0.1531497454585831,9.576939725390451,5.888672368853743
2021-04-26,1.639803207377072,10.606906731771891,53.38575172366795,138.57081619301908,0.0987230199042062,9.577196509893165,6.413706104361854
2021-05-11,1.573310194669047,11.63772945667592,53.61125165527536,123.17391087873514,0.0828280619320297,9.577633566051023,6.930898176706192
2021-05-31,1.2213076513242385,12.854863930866832,55.49867420475413,137.67231592817188,0.1041390286327294,9.576736114805207,7.185215732056949
2021-06-25,1.3458121772244025,15.342271093208026,57.24439465010735,111.030112965291,0.0927421472813195,9.577337309796665,7.435304968937831
2021-06-30,1.3558971482538962,14.297284429852372,56.37798650325691,117.5197937668202,0.057514658431364,9.57744183386817,7.295182193955527
2021-08-09,1.544911260585223,16.652321411998216,58.13780034027117,101.94791737429628,0.0442740104145032,9.577631784391844,7.331608703145524
2021-09-18,1.2247266036701872,8.270724610229564,51.05888217860861,160.12947751730243,0.1144128076317625,9.576816251134112,6.278767644385935
2021-10-28,1.1775710462387416,11.59584286254344,54.588916751329215,138.08620455467198,0.1268631033756985,9.576835024434653,7.287922300251788
2021-12-07,1.1574724861529713,11.635503105876008,54.56316909041983,150.50781919247254,0.1272568253850996,9.576491870635271,7.12616425075317
2021-12-12,1.2379711800295847,8.677163854010109,51.54444611879887,151.98130130779103,0.163817868964285,9.576861690640175,6.368292413843651
2021-12-27,1.59377902789663,9.262933107652792,51.78609235872768,141.08301139700316,0.1976805529837422,9.576867636856294,6.428993273111221
2022-01-06,1.2866930734305853,9.756148740928822,52.75214974847788,151.93346349488814,0.1278545416024818,9.576710281713568,6.571587448988136
2022-01-16,1.5416823206490382,18.27354136572694,59.00048474277757,98.36899192304207,0.0561676169838859,9.579093041235906,7.418870948730547
2022-01-21,1.6454309945615555,8.089713260657154,50.67066852922133,141.9821665438144,0.1734423348159111,9.57698552343529,6.325820086008736
2022-01-26,1.4926082677242405,12.577139597627378,55.367848722360826,110.677850792603,0.0122456399731524,9.576816740258389,7.344624908968377
2022-03-07,1.558194654184362,14.074066038269342,56.28210663634657,107.38940514774752,0.0284625560624436,9.577273318669512,7.342629619311181
2022-03-12,1.3763124428696163,12.304166051057011,55.18537799438703,118.39278596899908,0.0159904788288832,9.576822417873096,7.251293419192337
2022-03-27,1.4181092494458485,12.414181846099584,55.27323591996715,115.05924199908308,0.0090334865949176,9.57673270845827,7.307655984897366
2022-04-11,1.4449042474713925,14.303509858311855,56.68945914042719,106.30180012948613,0.0466901227930105,9.576657650179389,7.363738525554812
2022-04-16,1.4907790272071255,11.636144671473408,54.63068190552625,113.80106533141326,0.0147843230816661,9.57692192629412,7.292370330378702
2022-04-26,1.462741416138742,12.411514817345818,55.26041152652206,111.73882830682044,0.0168324456110885,9.577123051738049,7.34147631155494
