system:index,Chlorophyll_a,DO,Date,Salinity,Secchi_Depth,TSI,Turbidity,pH,.geo
20180211T033851_20180211T035058_T47PNK,26.971041893979063,9.576260330047367,2018-02-11,0.14585006281034757,1.255320233509771,62.68500779937985,69.8681316772911,7.986923392576186,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181223T034149_20181223T035212_T47PNK,51.463564176464786,9.576154494323681,2018-12-23,0.25944106600065897,1.4121317381656788,68.53468624491751,45.15030926131009,8.131704503630042,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181228T034141_20181228T034653_T47PNK,51.70169431673658,9.576069284330263,2018-12-28,0.26006733493089007,1.2884677457709628,68.46014781504482,44.7296952778468,8.139482670400788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190127T034021_20190127T035506_T47PNK,43.80810166998163,9.576405853730265,2019-01-27,0.2014914976004846,1.1767820325880067,66.4811049862263,56.2855165177125,8.125322434338239,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190206T033931_20190206T035445_T47PNK,40.08067411712026,9.57664246768947,2019-02-06,0.2009720285767551,1.1867790531709208,65.6171706033196,59.38476591442618,8.109840046138922,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190211T033859_20190211T034916_T47PNK,50.15159930512565,9.576336554542102,2019-02-11,0.1976841905810127,1.198208466554952,67.02396277602907,54.76700266700099,8.16451635174273,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190216T033821_20190216T034214_T47PNK,45.2624264244975,9.576495062515791,2019-02-16,0.20333560274166496,1.1692366892187382,66.20295203777597,57.7101808002163,8.134181243412149,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190221T033749_20190221T035456_T47PNK,45.39312685604782,9.576560026364474,2019-02-21,0.18147933945008873,1.1951525107477052,66.00708286491677,58.79950626345142,8.135403787775198,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190226T033711_20190226T034912_T47PNK,38.87805569825904,9.576619591864473,2019-02-26,0.18964135726931353,1.165254802526886,64.9394753548491,61.82278765871169,8.121398039152876,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190308T033601_20190308T034140_T47PNK,42.325446567901295,9.57659097895921,2019-03-08,0.19851515886327797,1.157626894263282,65.65447882951135,58.27405685943171,8.14099090809388,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190323T033719_20190323T035427_T47PNK,40.53548454227488,9.576727122014473,2019-03-23,0.17716134610070733,1.2050534564786346,65.62848653993582,58.08939933042274,8.137655450900777,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190328T033701_20190328T034902_T47PNK,28.37656546370126,9.576702435410526,2019-03-28,0.15871565314454777,1.2615315258572763,63.31381421944876,63.82021570906222,7.9634710362301036,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190417T033541_20190417T035456_T47PNK,38.09911126082909,9.576904710594738,2019-04-17,0.1862069228253705,1.1705187795165333,64.86575806488955,64.38212666677757,8.105355673839835,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190422T033539_20190422T035427_T47PNK,30.185917163799367,9.576731821852627,2019-04-22,0.18398769815850122,1.4724334938738317,63.52396953775288,63.56669695479421,7.906144473207449,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190502T033549_20190502T035429_T47PNK,47.93016748641425,9.576636575150003,2019-05-02,0.1844349793589485,1.1959877630998903,66.54546145514263,56.36134455502849,8.147474612716845,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190726T033541_20190726T035357_T47PNK,57.354874744189864,9.575940179739474,2019-07-26,0.26534979849700346,1.2343325647985692,68.95160838031846,45.285896960463795,8.177429691545647,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190820T033539_20190820T035122_T47PNK,62.58229083223585,9.575662305911841,2019-08-20,0.2605553007761637,1.2717936436039505,70.0397233512551,39.78220596547944,8.208573368676868,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191113T034011_20191113T034532_T47PNK,61.32399081521323,9.575909629477636,2019-11-13,0.27532869085411665,1.2392108910205597,69.9307051129094,39.177020584459605,8.207018834031071,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191118T034029_20191118T035303_T47PNK,62.984550259966774,9.575872104621054,2019-11-18,0.26132237210071113,1.3441231497823793,70.3158294492082,37.93071780375945,8.192062794180096,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191123T034051_20191123T034700_T47PNK,66.07745835712237,9.575867864593421,2019-11-23,0.28216335491411615,1.2299096448974494,70.45398267908796,37.90719196733883,8.205856290802368,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191223T034141_20191223T034820_T47PNK,60.92817681378212,9.576217953822367,2019-12-23,0.2607092652901934,1.2045857880805122,69.91610151560378,40.518038165862585,8.205820526754035,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191228T034139_20191228T035104_T47PNK,53.68870893621817,9.57623473354342,2019-12-28,0.23980600600375018,1.328024014814227,69.02051185685684,42.385866198520304,8.169739222558427,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200107T034129_20200107T035107_T47PNK,49.90686043285926,9.576434743713158,2020-01-07,0.22868218912100277,1.2310882350507233,68.17566918540076,46.71854577220092,8.184420172665059,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200127T034019_20200127T035405_T47PNK,44.1504010750278,9.57672440757763,2020-01-27,0.20777375799876432,1.171551974452712,66.936956040033,52.749447729115786,8.185207392286182,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200206T033929_20200206T035240_T47PNK,40.14867756001571,9.576606789125,2020-02-06,0.20688427685364724,1.1974348529931829,65.96151893167217,55.231315085905564,8.155669702864532,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200226T033719_20200226T034907_T47PNK,47.42276914645988,9.576505533794734,2020-02-26,0.2047770788692657,1.2306631793510876,66.9714807395828,50.675478450732044,8.169808919082163,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200307T033609_20200307T034830_T47PNK,42.6330989107619,9.576647523740789,2020-03-07,0.20815871651407292,1.2065719274978877,66.11064374289428,55.38207286927402,8.150827881230837,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200312T033531_20200312T035532_T47PNK,39.6696884443042,9.576811516578946,2020-03-12,0.21214123969811646,1.1783872818531396,65.54389992787588,57.01095417913293,8.139067097996861,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200317T033539_20200317T035158_T47PNK,37.19392347098546,9.576688967644738,2020-03-17,0.19660626320103652,1.2091898920756063,65.11906301869175,57.317833939604945,8.124997678245746,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200322T033531_20200322T033828_T47PNK,37.91850190541372,9.576879734748681,2020-03-22,0.20304718261557694,1.1676036874591784,64.94394191813575,60.89611478059511,8.134469042183152,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200327T033539_20200327T035542_T47PNK,38.51241028803094,9.576692429043423,2020-03-27,0.19637503918636626,1.1748515057179225,65.11884774725003,58.624624760790056,8.158004727589214,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200401T033531_20200401T035507_T47PNK,39.8727745025457,9.576829650996054,2020-04-01,0.20827977280070475,1.1547841913912429,65.45374666341328,58.58362622813254,8.156597540874985,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200411T033531_20200411T035447_T47PNK,34.680953301364006,9.576756855110524,2020-04-11,0.2054608369074709,1.1821044845321123,64.42226060169193,61.49849457631565,8.095047709148258,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200421T033541_20200421T033833_T47PNK,27.983202020673005,9.576562304439474,2020-04-21,0.16268992375309316,1.3045416875110856,63.14518748711906,65.23950574899585,8.012099202913708,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200705T033539_20200705T035028_T47PNK,74.23738236350266,9.57564949258947,2020-07-05,0.27248276812180555,1.3214008977377152,71.68691373796116,34.702931504000674,8.229871855056638,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200824T033539_20200824T034823_T47PNK,61.886838988714494,9.575918000169734,2020-08-24,0.2629356984156537,1.30716231203888,70.35081043389745,37.364409869199555,8.207426770907729,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200829T033541_20200829T034807_T47PNK,62.407550729326914,9.575827673319735,2020-08-29,0.27582840296382316,1.2237664463170208,70.08836827445982,39.546358716065455,8.204183866702467,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201207T034131_20201207T034824_T47PNK,47.7545119519155,9.576337046788158,2020-12-07,0.24340176233021035,1.21486184391329,67.02659371438534,53.737103497444494,8.12210387685849,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210210T033859_20210210T035300_T47PNK,44.22108151951736,9.576618324981581,2021-02-10,0.19277960291665408,1.1992286979943705,66.67926655633563,55.031050551779074,8.16518543301185,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210215T033831_20210215T034745_T47PNK,41.611170343897584,9.576574984215789,2021-02-15,0.1984194963113466,1.1537210494563632,66.02920732222977,56.468893909629166,8.160551934394043,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210225T033721_20210225T034352_T47PNK,43.0591637938972,9.576525484290787,2021-02-25,0.1956208630340773,1.1523054628815947,66.07544207097015,57.13298141076823,8.161909629963766,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210302T033649_20210302T035151_T47PNK,44.90412921905573,9.576641655639474,2021-03-02,0.17655307067887313,1.1844683232021733,66.04752642704119,58.85136002766799,8.151718341619771,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210307T033611_20210307T033827_T47PNK,48.87000673462046,9.576408782381575,2021-03-07,0.20451604049107464,1.1925522466918845,66.71859583328937,54.217436303342936,8.150630888743876,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210411T033529_20210411T035214_T47PNK,43.58545478083406,9.576303170160527,2021-04-11,0.20710879142047348,1.2915116655391654,66.4968606335165,52.546795224210996,8.130747697860565,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210421T033529_20210421T034803_T47PNK,55.90383792693193,9.575922478086841,2021-04-21,0.24484852633478138,1.2948083984109038,68.45958443201435,47.37755722688054,8.165846279437957,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210426T033531_20210426T033850_T47PNK,49.496072493758824,9.576360032281578,2021-04-26,0.2268734452261083,1.2040025572828423,67.47185698916557,52.34880569627372,8.14982373871338,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210620T033539_20210620T034810_T47PNK,43.94230470786007,9.575753150528946,2021-06-20,0.22528004830548062,1.3199883173899432,67.14742870055188,46.859678471553586,8.097200714162355,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210630T033539_20210630T035418_T47PNK,58.33182947565633,9.575818383818419,2021-06-30,0.25433676681554446,1.2978538665537473,69.6967434888424,40.5261782035261,8.18834065674497,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210918T033529_20210918T034805_T47PNK,56.55182178860402,9.576399357518417,2021-09-18,0.229995067933988,1.2472321048546082,69.12344187758745,46.333223726305015,8.18386395564761,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210923T033541_20210923T034208_T47PNK,35.236035422860425,9.577097956109212,2021-09-23,0.15064033391930318,1.2949174736379783,64.78183012643538,63.303120901709335,7.840196480822481,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211107T033939_20211107T035414_T47PNK,58.05742941421322,9.576261069130261,2021-11-07,0.26507420893489314,1.2826718905416814,69.3956970473127,42.842084862044985,8.191813951698418,"{""type"":""MultiPoint"",""coordinates"":[]}"
