system:index,Chlorophyll_a,DO,Date,Salinity,Secchi_Depth,TSI,Turbidity,pH,.geo
20180211T033851_20180211T035058_T47PNM,13.065928820107406,9.577064870771427,2018-02-11,0.02828194335903193,1.4776116488695854,55.69655077434679,107.20849081472555,7.350128832475363,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181223T034149_20181223T035212_T47PNL,13.167147747368144,9.57671005816074,2018-12-23,0.16265979187830965,1.3921539090984605,55.51319468495885,116.67248703128706,7.297860863984438,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181223T034149_20181223T035212_T47PNM,14.795739098710197,9.576690359757206,2018-12-23,0.18346101364488734,1.4418149559144664,56.79480358330011,106.87200320784102,7.435563897126646,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190107T034131_20190107T034202_T47PNL,12.683442512594125,9.57645863759525,2019-01-07,0.15557531684186535,1.1396645554440645,55.147786255724355,135.40746475046788,7.433947753852053,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190107T034131_20190107T034202_T47PNM,13.063147061915908,9.576516614169062,2019-01-07,0.1531964612279535,1.139209637811331,55.45597164930641,134.55008612028476,7.467923376218507,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190122T034049_20190122T034312_T47PNL,10.037675009052338,9.576990226127748,2019-01-22,0.110285758752167,1.4093060937381925,52.45523144510526,135.0254159563553,6.711046795245644,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190122T034049_20190122T034312_T47PNM,10.871593157686217,9.576947951965934,2019-01-22,0.12683836089165787,1.4239990536238196,53.39382543288441,127.47704800591902,6.996988138487684,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190127T034021_20190127T035506_T47PNL,9.70336626934112,9.577091399613147,2019-01-27,0.13250631569914204,1.4114664667314767,51.470105894759755,128.8070423183724,6.728607444404331,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190127T034021_20190127T035506_T47PNM,7.942593582740162,9.577250017601887,2019-01-27,0.06736561697562696,1.3045866606584289,48.36166891148817,166.89367993666522,-12.752736034904569,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190201T033959_20190201T035021_T47PNL,18.19457409072593,9.579990417904707,2019-02-01,0.0748644894255607,1.774229963930805,59.02838831435313,91.09462007028426,7.545022586054295,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190206T033931_20190206T035445_T47PNL,19.66147920900842,9.577358847424923,2019-02-06,0.1147202963965772,1.5839262682734585,59.771880965921724,85.53579240331004,7.632151893285841,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190206T033931_20190206T035445_T47PNM,20.34584639625541,9.57763312635543,2019-02-06,0.11098875105016463,1.5738125388202626,60.095526210353995,84.34777519580034,7.665668757598509,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190211T033859_20190211T034916_T47PNL,11.134030165647102,9.577027224025215,2019-02-11,0.10881640127294262,1.8703871288656821,52.653694370972296,125.50347872170327,6.487022341430081,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190211T033859_20190211T034916_T47PNM,13.96930799982134,9.577103209711463,2019-02-11,0.1206276196097781,1.842974469321364,55.576122385908434,114.68175514039287,6.970080090587219,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190216T033821_20190216T034214_T47PNL,10.541619820234562,9.57697474394842,2019-02-16,0.1506687535145902,1.5498733930805881,52.67394979890866,124.06551892218017,6.706214601085665,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190216T033821_20190216T034214_T47PNM,10.75622624419668,9.57710628315257,2019-02-16,0.13847812939834905,1.5237891722132855,52.779198648175786,129.1200307359113,6.5582467916480836,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190221T033749_20190221T035456_T47PNL,10.697664056690678,9.577234576539851,2019-02-21,0.09120071607198302,4.497334501765488,51.525562081515986,136.00062912000692,4.11944611461386,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190221T033749_20190221T035456_T47PNM,11.066209576562276,9.577252844979613,2019-02-21,0.08978398102994124,4.4218198260930235,51.936481251669754,135.80787228148668,4.286471359124861,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190226T033711_20190226T034912_T47PNL,18.719870634535113,9.576909299779976,2019-02-26,0.12313446127584694,1.7310293071639193,58.915347872579886,88.15855230527497,7.425465865871562,"{""type"":""MultiPoint"",""coordinates"":[]}"
